storm_id,model,horizon,error
AL162023,Persistence,6,42.30369545655901
AL162023,CLIPER (climatology+persistence),6,38.23195253410576
AL172023,Persistence,6,32.11392875136872
AL172023,CLIPER (climatology+persistence),6,18.97690697309355
AL172023,Persistence,12,106.99365852583746
AL172023,CLIPER (climatology+persistence),12,78.80518422313037
AL172023,Persistence,24,247.90865571471443
AL172023,CLIPER (climatology+persistence),24,186.00390165706636
AL172023,Persistence,48,474.9079070962222
AL172023,CLIPER (climatology+persistence),48,349.5561317513579
AL172023,Persistence,72,546.0966884259147
AL172023,CLIPER (climatology+persistence),72,364.6857545137013
AL172023,Persistence,120,1200.0215807163152
AL172023,CLIPER (climatology+persistence),120,896.5160090833019
AL172023,Persistence,6,42.79749723921063
AL172023,CLIPER (climatology+persistence),6,38.36264150802218
AL172023,Persistence,12,86.25100441840543
AL172023,CLIPER (climatology+persistence),12,75.12092833117711
AL172023,Persistence,24,169.42814832191803
AL172023,CLIPER (climatology+persistence),24,140.87165131805452
AL172023,Persistence,48,192.86868643513904
AL172023,CLIPER (climatology+persistence),48,138.77689573652603
AL172023,Persistence,72,161.04674688684
AL172023,CLIPER (climatology+persistence),72,121.50755755990393
AL172023,Persistence,120,673.1120803986325
AL172023,CLIPER (climatology+persistence),120,562.3225946498508
AL172023,Persistence,6,11.119492664455636
AL172023,CLIPER (climatology+persistence),6,8.16588710662087
AL172023,Persistence,12,35.02662827165152
AL172023,CLIPER (climatology+persistence),12,17.86782615724401
AL172023,Persistence,24,84.14863147187856
AL172023,CLIPER (climatology+persistence),24,45.78297305341536
AL172023,Persistence,48,220.7525486333905
AL172023,CLIPER (climatology+persistence),48,143.83692332791472
AL172023,Persistence,72,362.0286179094109
AL172023,CLIPER (climatology+persistence),72,280.5052365367042
AL172023,Persistence,120,139.8832788147373
AL172023,CLIPER (climatology+persistence),120,88.9648718440928
AL172023,Persistence,6,15.414422167544686
AL172023,CLIPER (climatology+persistence),6,7.153431573249231
AL172023,Persistence,12,24.662558677387203
AL172023,CLIPER (climatology+persistence),12,13.600230066364023
AL172023,Persistence,24,62.77844818964404
AL172023,CLIPER (climatology+persistence),24,27.331870634550423
AL172023,Persistence,48,254.68735741902702
AL172023,CLIPER (climatology+persistence),48,200.3001598269145
AL172023,Persistence,72,376.5440098174559
AL172023,CLIPER (climatology+persistence),72,317.3712021720782
AL172023,Persistence,120,185.49706061316317
AL172023,CLIPER (climatology+persistence),120,288.00764834962354
AL172023,Persistence,6,10.656060726558007
AL172023,CLIPER (climatology+persistence),6,15.051742500194617
AL172023,Persistence,12,8.529623635436931e-13
AL172023,CLIPER (climatology+persistence),12,9.06844412363503
AL172023,Persistence,24,54.705269725605895
AL172023,CLIPER (climatology+persistence),24,51.9659841843015
AL172023,Persistence,48,256.1285276342949
AL172023,CLIPER (climatology+persistence),48,235.49651793011395
AL172023,Persistence,72,346.59765882407044
AL172023,CLIPER (climatology+persistence),72,330.0315430378692
AL172023,Persistence,120,501.3479831291645
AL172023,CLIPER (climatology+persistence),120,564.9549335833333
AL172023,Persistence,6,21.278562345418784
AL172023,CLIPER (climatology+persistence),6,13.82391583466959
AL172023,Persistence,12,43.93082940276518
AL172023,CLIPER (climatology+persistence),12,30.75809028036161
AL172023,Persistence,24,167.6689746347949
AL172023,CLIPER (climatology+persistence),24,144.81360215158813
AL172023,Persistence,48,398.8405383661681
AL172023,CLIPER (climatology+persistence),48,356.14875270636134
AL172023,Persistence,72,437.6831066821624
AL172023,CLIPER (climatology+persistence),72,382.7610135482187
AL172023,Persistence,120,513.1936189550634
AL172023,CLIPER (climatology+persistence),120,570.6910808889952
AL172023,Persistence,6,11.11949266445524
AL172023,CLIPER (climatology+persistence),6,12.521963762863498
AL172023,Persistence,12,45.727436097705976
AL172023,CLIPER (climatology+persistence),12,47.91248870917906
AL172023,Persistence,24,115.04815467770656
AL172023,CLIPER (climatology+persistence),24,115.57802839660171
AL172023,Persistence,48,282.15975662409653
AL172023,CLIPER (climatology+persistence),48,286.3345706902424
AL172023,Persistence,72,274.194361402326
AL172023,CLIPER (climatology+persistence),72,287.3711493002525
AL172023,Persistence,120,800.7950887837358
AL172023,CLIPER (climatology+persistence),120,835.4471546742288
AL172023,Persistence,6,24.645561049817058
AL172023,CLIPER (climatology+persistence),6,28.547894297377166
AL172023,Persistence,12,77.69037303389781
AL172023,CLIPER (climatology+persistence),12,81.68148324132403
AL172023,Persistence,24,124.72400278222736
AL172023,CLIPER (climatology+persistence),24,128.56400234049542
AL172023,Persistence,48,199.45960887758966
AL172023,CLIPER (climatology+persistence),48,222.6996298905463
AL172023,Persistence,72,111.69084795078882
AL172023,CLIPER (climatology+persistence),72,169.14111329434206
AL172023,Persistence,120,764.8716984271408
AL172023,CLIPER (climatology+persistence),120,837.605292476487
AL172023,Persistence,6,42.51172620287219
AL172023,CLIPER (climatology+persistence),6,45.97737698967015
AL172023,Persistence,12,62.70595088456994
AL172023,CLIPER (climatology+persistence),12,58.14919091635216
AL172023,Persistence,24,101.2281624612615
AL172023,CLIPER (climatology+persistence),24,104.36380616695457
AL172023,Persistence,48,49.2861440610126
AL172023,CLIPER (climatology+persistence),48,59.68427117401941
AL172023,Persistence,72,284.6462578533052
AL172023,CLIPER (climatology+persistence),72,201.33211771013694
AL172023,Persistence,120,936.5227569228144
AL172023,CLIPER (climatology+persistence),120,927.1147748618444
AL172023,Persistence,6,46.12719129282592
AL172023,CLIPER (climatology+persistence),6,27.83897543240011
AL172023,Persistence,12,69.25317185172004
AL172023,CLIPER (climatology+persistence),12,32.019610286069316
AL172023,Persistence,24,106.27921753579714
AL172023,CLIPER (climatology+persistence),24,65.37140100996014
AL172023,Persistence,48,400.1217631551238
AL172023,CLIPER (climatology+persistence),48,273.9476108863596
AL172023,Persistence,72,883.6876783531454
AL172023,CLIPER (climatology+persistence),72,689.1783251627164
AL172023,Persistence,120,1906.8643163579432
AL172023,CLIPER (climatology+persistence),120,1628.5536099283206
AL172023,Persistence,6,24.635564679729175
AL172023,CLIPER (climatology+persistence),6,28.406420602053586
AL172023,Persistence,12,70.00002097154302
AL172023,CLIPER (climatology+persistence),12,76.28591258147821
AL172023,Persistence,24,156.0320685807081
AL172023,CLIPER (climatology+persistence),24,161.40482869315753
AL172023,Persistence,48,267.5157494268543
AL172023,CLIPER (climatology+persistence),48,248.5328758202979
AL172023,Persistence,72,648.5670644697982
AL172023,CLIPER (climatology+persistence),72,600.7709405169784
AL172023,Persistence,120,1547.1380054558272
AL172023,CLIPER (climatology+persistence),120,1474.7616936077038
AL172023,Persistence,6,22.23898532891206
AL172023,CLIPER (climatology+persistence),6,31.40834679838604
AL172023,Persistence,12,67.55543770895224
AL172023,CLIPER (climatology+persistence),12,82.99544878521675
AL172023,Persistence,24,119.66037133857778
AL172023,CLIPER (climatology+persistence),24,113.64071514383824
AL172023,Persistence,48,380.48071745561293
AL172023,CLIPER (climatology+persistence),48,315.1590596649144
AL172023,Persistence,72,833.4015326072541
AL172023,CLIPER (climatology+persistence),72,741.9366442778446
AL172023,Persistence,120,1634.776816068201
AL172023,CLIPER (climatology+persistence),120,1516.8632835230362
AL172023,Persistence,6,24.64556104981667
AL172023,CLIPER (climatology+persistence),6,36.99853272530338
AL172023,Persistence,12,53.11103896405125
AL172023,CLIPER (climatology+persistence),12,46.65473280760536
AL172023,Persistence,24,168.71296860095202
AL172023,CLIPER (climatology+persistence),24,125.45798284963958
AL172023,Persistence,48,540.4231473528868
AL172023,CLIPER (climatology+persistence),48,434.6692737327129
AL172023,Persistence,72,960.7072956300701
AL172023,CLIPER (climatology+persistence),72,831.2161349396274
AL172023,Persistence,120,1638.8011720779232
AL172023,CLIPER (climatology+persistence),120,1475.2918121439002
AL172023,Persistence,6,54.735271656298046
AL172023,CLIPER (climatology+persistence),6,35.2706965611397
AL172023,Persistence,12,124.73378550110611
AL172023,CLIPER (climatology+persistence),12,85.85614465540269
AL172023,Persistence,24,264.7909993477389
AL172023,CLIPER (climatology+persistence),24,186.99794225199614
AL172023,Persistence,48,670.378390510683
AL172023,CLIPER (climatology+persistence),48,536.1383085204512
AL172023,Persistence,72,1028.5432154187747
AL172023,CLIPER (climatology+persistence),72,865.6995888223358
AL172023,Persistence,120,1614.812552227155
AL172023,CLIPER (climatology+persistence),120,1400.6848813201636
AL172023,Persistence,6,15.371755336845236
AL172023,CLIPER (climatology+persistence),6,15.24658150149536
AL172023,Persistence,12,23.952900262867733
AL172023,CLIPER (climatology+persistence),12,30.239081646987295
AL172023,Persistence,24,76.75740128257813
AL172023,CLIPER (climatology+persistence),24,73.9256588406148
AL172023,Persistence,48,332.04770952920495
AL172023,CLIPER (climatology+persistence),48,361.22764629303725
AL172023,Persistence,72,588.3755184105929
AL172023,CLIPER (climatology+persistence),72,658.2377193124554
AL172023,Persistence,120,958.296024382695
AL172023,CLIPER (climatology+persistence),120,1093.6088785538193
AL172023,Persistence,6,11.119492664455636
AL172023,CLIPER (climatology+persistence),6,17.492391567553863
AL172023,Persistence,12,1.5555298531498618e-12
AL172023,CLIPER (climatology+persistence),12,17.657032340758033
AL172023,Persistence,24,71.57346619281827
AL172023,CLIPER (climatology+persistence),24,94.25874207350975
AL172023,Persistence,48,312.6388322281476
AL172023,CLIPER (climatology+persistence),48,379.224740511769
AL172023,Persistence,72,592.0160595211762
AL172023,CLIPER (climatology+persistence),72,696.7280682252756
AL172023,Persistence,120,861.476764130585
AL172023,CLIPER (climatology+persistence),120,1034.7996406702277
AL172023,Persistence,6,22.238985328911667
AL172023,CLIPER (climatology+persistence),6,16.06702215642602
AL172023,Persistence,12,45.719274513313735
AL172023,CLIPER (climatology+persistence),12,38.21227607923616
AL172023,Persistence,24,146.28273646027674
AL172023,CLIPER (climatology+persistence),24,156.54790806704568
AL172023,Persistence,48,348.65826534090326
AL172023,CLIPER (climatology+persistence),48,414.405839908952
AL172023,Persistence,72,609.5958355907748
AL172023,CLIPER (climatology+persistence),72,728.0999052442714
AL172023,Persistence,120,744.8875023271689
AL172023,CLIPER (climatology+persistence),120,945.7853160081304
AL172023,Persistence,6,10.569252575805411
AL172023,CLIPER (climatology+persistence),6,18.090006941161555
AL172023,Persistence,12,64.25708733479557
AL172023,CLIPER (climatology+persistence),12,78.64553157566111
AL172023,Persistence,24,184.3900453143261
AL172023,CLIPER (climatology+persistence),24,214.55536045444669
AL172023,Persistence,48,459.2995646249587
AL172023,CLIPER (climatology+persistence),48,515.7094180170881
AL172023,Persistence,72,825.2571495160656
AL172023,CLIPER (climatology+persistence),72,903.1141756576968
AL172023,Persistence,120,989.7760380213363
AL172023,CLIPER (climatology+persistence),120,1112.9989230433137
AL172023,Persistence,6,43.63245074672583
AL172023,CLIPER (climatology+persistence),6,53.705995596312796
AL172023,Persistence,12,84.25991152257973
AL172023,CLIPER (climatology+persistence),12,105.49614987352783
AL172023,Persistence,24,209.21089512586124
AL172023,CLIPER (climatology+persistence),24,250.167861148171
AL172023,Persistence,48,481.2976704679466
AL172023,CLIPER (climatology+persistence),48,553.4129536602543
AL172023,Persistence,72,801.5227627007257
AL172023,CLIPER (climatology+persistence),72,898.2541601241747
AL172023,Persistence,120,860.6395519184625
AL172023,CLIPER (climatology+persistence),120,1009.3322589976001
AL172023,Persistence,6,22.238985328911667
AL172023,CLIPER (climatology+persistence),6,30.82060250115785
AL172023,Persistence,12,78.54371292380577
AL172023,CLIPER (climatology+persistence),12,93.26578257923903
AL172023,Persistence,24,191.63661900672997
AL172023,CLIPER (climatology+persistence),24,219.5802461584646
AL172023,Persistence,48,501.3641558327571
AL172023,CLIPER (climatology+persistence),48,530.704791918841
AL172023,Persistence,72,814.1465446009053
AL172023,CLIPER (climatology+persistence),72,816.5642418319405
AL172023,Persistence,120,1049.6620450947312
AL172023,CLIPER (climatology+persistence),120,955.6622830324903
AL172023,Persistence,6,34.980789139391895
AL172023,CLIPER (climatology+persistence),6,50.865531003548035
AL172023,Persistence,12,69.95966886348428
AL172023,CLIPER (climatology+persistence),12,101.7118464464863
AL172023,Persistence,24,146.07739736238722
AL172023,CLIPER (climatology+persistence),24,199.08502101322154
AL172023,Persistence,48,390.4645528896249
AL172023,CLIPER (climatology+persistence),48,478.89918672613385
AL172023,Persistence,72,583.4037604132079
AL172023,CLIPER (climatology+persistence),72,639.2688847783492
AL172023,Persistence,120,659.7578365154275
AL172023,CLIPER (climatology+persistence),120,606.7554328663301
AL172023,Persistence,6,8.47023060677256e-13
AL172023,CLIPER (climatology+persistence),6,30.235083282648418
AL172023,Persistence,12,1.6948182481368262e-12
AL172023,CLIPER (climatology+persistence),12,60.47929207223175
AL172023,Persistence,24,47.76939412679595
AL172023,CLIPER (climatology+persistence),24,103.00274856076491
AL172023,Persistence,48,172.53517583621553
AL172023,CLIPER (climatology+persistence),48,306.2495671680494
AL172023,Persistence,72,326.5535320963693
AL172023,CLIPER (climatology+persistence),72,310.5504758306718
AL172023,Persistence,120,754.1797044231159
AL172023,CLIPER (climatology+persistence),120,201.03544946523098
AL172023,Persistence,6,0.0
AL172023,CLIPER (climatology+persistence),6,30.248586976080283
AL172023,Persistence,12,23.868638266041852
AL172023,CLIPER (climatology+persistence),12,51.49948085292549
AL172023,Persistence,24,69.88186872046928
AL172023,CLIPER (climatology+persistence),24,130.9163370716566
AL172023,Persistence,48,207.29473155179812
AL172023,CLIPER (climatology+persistence),48,314.12802900184255
AL172023,Persistence,72,321.1010500974547
AL172023,CLIPER (climatology+persistence),72,265.53503269327626
AL172023,Persistence,120,854.8525005207503
AL172023,CLIPER (climatology+persistence),120,271.7560291349182
AL172023,Persistence,6,23.868638266041852
AL172023,CLIPER (climatology+persistence),6,26.362437941222673
AL172023,Persistence,12,47.76939412679256
AL172023,CLIPER (climatology+persistence),12,52.725920921077275
AL172023,Persistence,24,98.54207470268979
AL172023,CLIPER (climatology+persistence),24,160.9161979864793
AL172023,Persistence,48,253.76659924649752
AL172023,CLIPER (climatology+persistence),48,297.2398134540909
AL172023,Persistence,72,374.8192620447388
AL172023,CLIPER (climatology+persistence),72,226.8646030008359
AL172023,Persistence,120,933.2042906145363
AL172023,CLIPER (climatology+persistence),120,338.28040520832917
AL172023,Persistence,6,7.514178404070235e-13
AL172023,CLIPER (climatology+persistence),6,27.04359316138778
AL172023,Persistence,12,30.715272236411202
AL172023,CLIPER (climatology+persistence),12,84.76214577383753
AL172023,Persistence,24,85.2932690887771
AL172023,CLIPER (climatology+persistence),24,192.93033204753542
AL172023,Persistence,48,100.16158603542388
AL172023,CLIPER (climatology+persistence),48,228.49873821799437
AL172023,Persistence,72,210.00923262234951
AL172023,CLIPER (climatology+persistence),72,119.08758414040271
AL172023,Persistence,120,796.5892295584987
AL172023,CLIPER (climatology+persistence),120,308.0436653728178
AL172023,Persistence,6,30.71527223641224
AL172023,CLIPER (climatology+persistence),6,57.73058338204043
AL172023,Persistence,12,61.47894165576965
AL172023,CLIPER (climatology+persistence),12,115.53298361327305
AL172023,Persistence,24,103.66267688748229
AL172023,CLIPER (climatology+persistence),24,209.64285697346781
AL172023,Persistence,48,88.22904101324441
AL172023,CLIPER (climatology+persistence),48,183.49323545961607
AL172023,Persistence,72,284.990432921332
AL172023,CLIPER (climatology+persistence),72,41.011812581248755
AL172023,Persistence,120,905.7555326524445
AL172023,CLIPER (climatology+persistence),120,440.43496518313947
AL172023,Persistence,6,8.518875227345955e-13
AL172023,CLIPER (climatology+persistence),6,36.309661898339556
AL172023,Persistence,12,10.644907017478266
AL172023,CLIPER (climatology+persistence),12,65.28304777726379
AL172023,Persistence,24,65.07341515327477
AL172023,CLIPER (climatology+persistence),24,97.63679299965213
AL172023,Persistence,48,355.39938004224234
AL172023,CLIPER (climatology+persistence),48,63.81870364224396
AL172023,Persistence,72,749.0821853209725
AL172023,CLIPER (climatology+persistence),72,311.41302437118077
AL172023,Persistence,120,1646.0359606823872
AL172023,CLIPER (climatology+persistence),120,963.7549586440143
AL172023,Persistence,6,10.644907017479778
AL172023,CLIPER (climatology+persistence),6,29.4477272977388
AL172023,Persistence,12,32.00125119433288
AL172023,CLIPER (climatology+persistence),12,53.861526504090406
AL172023,Persistence,24,146.0297363756137
AL172023,CLIPER (climatology+persistence),24,62.91849271505559
AL172023,Persistence,48,455.3560005320358
AL172023,CLIPER (climatology+persistence),48,163.03738939899853
AL172023,Persistence,72,781.709223056509
AL172023,CLIPER (climatology+persistence),72,346.62405085393607
AL172023,Persistence,120,1775.1455552483822
AL172023,CLIPER (climatology+persistence),120,1103.8657560030763
AL172023,Persistence,6,10.667084594878444
AL172023,CLIPER (climatology+persistence),6,27.851741936742687
AL172023,Persistence,12,33.93184663708297
AL172023,CLIPER (climatology+persistence),12,41.150738667325214
AL172023,Persistence,24,193.06998598216566
AL172023,CLIPER (climatology+persistence),24,77.27952517749836
AL172023,Persistence,48,481.04354403175137
AL172023,CLIPER (climatology+persistence),48,208.22102950595794
AL172023,Persistence,72,820.3815944746053
AL172023,CLIPER (climatology+persistence),72,420.5488129715909
AL172023,Persistence,120,1814.048760442651
AL172023,CLIPER (climatology+persistence),120,1210.788147125535
AL172023,Persistence,6,15.421901138956791
AL172023,CLIPER (climatology+persistence),6,16.681837208775107
AL172023,Persistence,12,78.09881910583245
AL172023,CLIPER (climatology+persistence),12,23.879755829789815
AL172023,Persistence,24,208.89278696317217
AL172023,CLIPER (climatology+persistence),24,80.82873365462468
AL172023,Persistence,48,528.9009878057274
AL172023,CLIPER (climatology+persistence),48,278.4672825051015
AL172023,Persistence,72,873.7212415012531
AL172023,CLIPER (climatology+persistence),72,504.90218073065796
AL172023,Persistence,120,1904.740660038999
AL172023,CLIPER (climatology+persistence),120,1363.058561260224
AL172023,Persistence,6,48.21184078117297
AL172023,CLIPER (climatology+persistence),6,40.951029628852005
AL172023,Persistence,12,111.21228458929576
AL172023,CLIPER (climatology+persistence),12,94.06793365172064
AL172023,Persistence,24,193.04678718461386
AL172023,CLIPER (climatology+persistence),24,122.60205210393535
AL172023,Persistence,48,478.9866367469375
AL172023,CLIPER (climatology+persistence),48,339.43667896084605
AL172023,Persistence,72,800.9215299100309
AL172023,CLIPER (climatology+persistence),72,588.0454972386079
AL172023,Persistence,120,1818.44307520768
AL172023,CLIPER (climatology+persistence),120,1440.3277207927317
AL172023,Persistence,6,15.42560826206747
AL172023,CLIPER (climatology+persistence),6,21.58785781081892
AL172023,Persistence,12,54.83181021320144
AL172023,CLIPER (climatology+persistence),12,22.680472193927923
AL172023,Persistence,24,170.89759122061727
AL172023,CLIPER (climatology+persistence),24,105.85612270233536
AL172023,Persistence,48,341.64947002451925
AL172023,CLIPER (climatology+persistence),48,211.54551291971143
AL172023,Persistence,72,560.2249832318352
AL172023,CLIPER (climatology+persistence),72,383.75098311546634
AL172023,Persistence,120,1700.1425585559057
AL172023,CLIPER (climatology+persistence),120,1388.5077252512929
AL172023,Persistence,6,57.86130769069905
AL172023,CLIPER (climatology+persistence),6,41.565652500936885
AL172023,Persistence,12,139.64717005270916
AL172023,CLIPER (climatology+persistence),12,106.91222551683703
AL172023,Persistence,24,188.68796760654868
AL172023,CLIPER (climatology+persistence),24,122.29915365345211
AL172023,Persistence,48,386.72420754007106
AL172023,CLIPER (climatology+persistence),48,254.90572660412164
AL172023,Persistence,72,615.8841500600495
AL172023,CLIPER (climatology+persistence),72,430.45255364443955
AL172023,Persistence,120,1800.6945392461948
AL172023,CLIPER (climatology+persistence),120,1496.1687704706032
AL172023,Persistence,6,24.05318280618119
AL172023,CLIPER (climatology+persistence),6,24.94958125658264
AL172023,Persistence,12,24.65776702023376
AL172023,CLIPER (climatology+persistence),12,19.207676324400804
AL172023,Persistence,24,91.31188396968639
AL172023,CLIPER (climatology+persistence),24,81.12287964278707
AL172023,Persistence,48,190.99002276461638
AL172023,CLIPER (climatology+persistence),48,169.52634041424344
AL172023,Persistence,72,356.7898478703838
AL172023,CLIPER (climatology+persistence),72,322.59972701110354
AL172023,Persistence,6,53.224521542956694
AL172023,CLIPER (climatology+persistence),6,44.91212426231697
AL172023,Persistence,12,119.06497014822268
AL172023,CLIPER (climatology+persistence),12,102.2739364315454
AL172023,Persistence,24,212.2116668219421
AL172023,CLIPER (climatology+persistence),24,178.88642207743257
AL172023,Persistence,48,410.6277691264825
AL172023,CLIPER (climatology+persistence),48,345.77349464342706
AL172023,Persistence,72,512.53285640778
AL172023,CLIPER (climatology+persistence),72,436.3469775882704
AL172023,Persistence,6,24.650482193894568
AL172023,CLIPER (climatology+persistence),6,27.856221788968384
AL172023,Persistence,12,15.371755336844194
AL172023,CLIPER (climatology+persistence),12,27.27290571947478
AL172023,Persistence,24,77.54649383095136
AL172023,CLIPER (climatology+persistence),24,51.6824291447754
AL172023,Persistence,48,34.969367868868744
AL172023,CLIPER (climatology+persistence),48,65.75140268971559
AL172023,Persistence,72,370.35342304974927
AL172023,CLIPER (climatology+persistence),72,339.7282980673538
AL172023,Persistence,6,35.00971240362196
AL172023,CLIPER (climatology+persistence),6,27.892790883054637
AL172023,Persistence,12,64.06948934304364
AL172023,CLIPER (climatology+persistence),12,45.82359414208922
AL172023,Persistence,24,138.32678006206532
AL172023,CLIPER (climatology+persistence),24,91.88519030178378
AL172023,Persistence,48,319.62062773463987
AL172023,CLIPER (climatology+persistence),48,245.08853924102635
AL172023,Persistence,72,770.7031754215647
AL172023,CLIPER (climatology+persistence),72,652.3330081199693
AL172023,Persistence,6,15.359672317824087
AL172023,CLIPER (climatology+persistence),6,7.2275278040642
AL172023,Persistence,12,92.62986237791401
AL172023,CLIPER (climatology+persistence),12,75.06409185043907
AL172023,Persistence,24,53.72772312896034
AL172023,CLIPER (climatology+persistence),24,19.30202509286303
AL172023,Persistence,48,146.99410867941015
AL172023,CLIPER (climatology+persistence),48,131.4330640299376
AL172023,Persistence,72,473.60250042398525
AL172023,CLIPER (climatology+persistence),72,461.05163241813335
AL172023,Persistence,6,62.58245955748204
AL172023,CLIPER (climatology+persistence),6,58.21580687080815
AL172023,Persistence,12,33.592413823975406
AL172023,CLIPER (climatology+persistence),12,24.47924330689307
AL172023,Persistence,24,45.91536163753907
AL172023,CLIPER (climatology+persistence),24,62.21249669710996
AL172023,Persistence,48,258.32085106063045
AL172023,CLIPER (climatology+persistence),48,258.82876476371996
AL172023,Persistence,72,649.0635689754729
AL172023,CLIPER (climatology+persistence),72,640.9601804824168
AL172023,Persistence,6,92.62986237791317
AL172023,CLIPER (climatology+persistence),6,78.1715199642768
AL172023,Persistence,12,193.6436901052026
AL172023,CLIPER (climatology+persistence),12,164.7560842995372
AL172023,Persistence,24,371.59325312276513
AL172023,CLIPER (climatology+persistence),24,313.8453671728252
AL172023,Persistence,48,701.6067886862762
AL172023,CLIPER (climatology+persistence),48,597.4261434266801
AL172023,Persistence,72,1150.961877550717
AL172023,CLIPER (climatology+persistence),72,1019.5211570394943
AL172023,Persistence,6,10.538703746621778
AL172023,CLIPER (climatology+persistence),6,22.678018429392203
AL172023,Persistence,12,21.014703851685553
AL172023,CLIPER (climatology+persistence),12,45.246115782107175
AL172023,Persistence,24,53.36583812389623
AL172023,CLIPER (climatology+persistence),24,43.72148775684988
AL172023,Persistence,48,364.22940859249564
AL172023,CLIPER (climatology+persistence),48,347.80395620761874
AL172023,Persistence,72,848.4037059727464
AL172023,CLIPER (climatology+persistence),72,823.3079805726331
AL172023,Persistence,6,0.0
AL172023,CLIPER (climatology+persistence),6,15.930004942998075
AL172023,Persistence,12,23.72413836868901
AL172023,CLIPER (climatology+persistence),12,8.110886701009159
AL172023,Persistence,24,179.09500500015545
AL172023,CLIPER (climatology+persistence),24,148.64444178534887
AL172023,Persistence,48,535.3959302619552
AL172023,CLIPER (climatology+persistence),48,489.47679713007403
AL172023,Persistence,6,23.72413836868901
AL172023,CLIPER (climatology+persistence),6,7.85387555739925
AL172023,Persistence,12,94.60582226550078
AL172023,CLIPER (climatology+persistence),12,71.70076933974327
AL172023,Persistence,24,267.3230724776473
AL172023,CLIPER (climatology+persistence),24,239.3781795029588
AL172023,Persistence,48,673.9735560933648
AL172023,CLIPER (climatology+persistence),48,629.6109930460034
AL172023,Persistence,6,61.972026678213304
AL172023,CLIPER (climatology+persistence),6,58.63428084821268
AL172023,Persistence,12,144.3158231972898
AL172023,CLIPER (climatology+persistence),12,140.8947970536354
AL172023,Persistence,24,303.16172004289007
AL172023,CLIPER (climatology+persistence),24,298.40087757197654
AL172023,Persistence,48,728.0295034416837
AL172023,CLIPER (climatology+persistence),48,720.3961457055545
AL172023,Persistence,6,33.3584779933677
AL172023,CLIPER (climatology+persistence),6,41.126911159505894
AL172023,Persistence,12,66.7169559867354
AL172023,CLIPER (climatology+persistence),12,82.23510807538071
AL172023,Persistence,24,111.19492664455913
AL172023,CLIPER (climatology+persistence),24,142.6691287588866
AL172023,Persistence,48,354.9119747127421
AL172023,CLIPER (climatology+persistence),48,387.33137141588304
AL172023,Persistence,6,1.4630375028488924e-12
AL172023,CLIPER (climatology+persistence),6,18.827243695568566
AL172023,Persistence,12,11.119492664455636
AL172023,CLIPER (climatology+persistence),12,28.0193901078534
AL172023,Persistence,24,14.998474933738636
AL172023,CLIPER (climatology+persistence),24,60.79187941010702
AL172023,Persistence,6,11.119492664455636
AL172023,CLIPER (climatology+persistence),6,10.03386929508359
AL172023,Persistence,12,22.238985328911667
AL172023,CLIPER (climatology+persistence),12,19.979619842809864
AL172023,Persistence,24,54.57863128065214
AL172023,CLIPER (climatology+persistence),24,91.74169481409821
AL172023,Persistence,6,3.950437369033421e-13
AL172023,CLIPER (climatology+persistence),6,15.837925335663108
AL172023,Persistence,12,24.415814216849945
AL172023,CLIPER (climatology+persistence),12,49.795085859913826
AL172023,Persistence,24,127.59407472337381
AL172023,CLIPER (climatology+persistence),24,161.62164363171001
AL172023,Persistence,6,24.415814216850666
AL172023,CLIPER (climatology+persistence),6,35.889739746841364
AL172023,Persistence,12,83.33019061645227
AL172023,CLIPER (climatology+persistence),12,99.86790594761835
AL172023,Persistence,24,191.27718395201296
AL172023,CLIPER (climatology+persistence),24,211.34292805813135
AL172023,Persistence,6,37.26801323110036
AL172023,CLIPER (climatology+persistence),6,49.28329063065474
AL172023,Persistence,12,59.55675187138517
AL172023,CLIPER (climatology+persistence),12,83.80464615763591
AL172023,Persistence,6,14.85457413918654
AL172023,CLIPER (climatology+persistence),6,16.886815615841257
AL172023,Persistence,12,38.62914084906563
AL172023,CLIPER (climatology+persistence),12,34.181821096732186
AL172023,Persistence,6,40.54939059780866
AL172023,CLIPER (climatology+persistence),6,41.91537133684957
AL182023,Persistence,6,56.5948459377812
AL182023,CLIPER (climatology+persistence),6,23.59000089344603
AL182023,Persistence,12,144.93590517245391
AL182023,CLIPER (climatology+persistence),12,86.57695229707357
AL182023,Persistence,24,343.8169645266459
AL182023,CLIPER (climatology+persistence),24,240.91392880061682
AL182023,Persistence,48,700.6013935184436
AL182023,CLIPER (climatology+persistence),48,450.2914491636303
AL182023,Persistence,72,880.3130703920763
AL182023,CLIPER (climatology+persistence),72,480.3109031013532
AL182023,Persistence,6,45.992194851443706
AL182023,CLIPER (climatology+persistence),6,43.09134734560017
AL182023,Persistence,12,114.61690659829672
AL182023,CLIPER (climatology+persistence),12,109.74271405291768
AL182023,Persistence,24,167.66562203795877
AL182023,CLIPER (climatology+persistence),24,156.76689887077552
AL182023,Persistence,48,226.1211133996946
AL182023,CLIPER (climatology+persistence),48,140.6519759081276
AL182023,Persistence,72,199.47488335947912
AL182023,CLIPER (climatology+persistence),72,30.49931992713037
AL182023,Persistence,6,23.82517146901314
AL182023,CLIPER (climatology+persistence),6,38.44550546851474
AL182023,Persistence,12,33.416783834220205
AL182023,CLIPER (climatology+persistence),12,65.29038862973191
AL182023,Persistence,24,62.61336358139629
